"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Runx3",4.98081002685746e-22,0.333711191343933,0.714,0.47,8.33937022796745e-18,"0","Runx3"
"Tnfrsf11a",5.9579690654713e-22,0.281694555934844,0.405,0.195,9.97542760631859e-18,"0","Tnfrsf11a"
"Apobec1",8.72518008739895e-22,0.329858023929601,0.734,0.497,1.46085690203321e-17,"0","Apobec1"
"Ccl4",2.49582398061315e-21,0.773957559126365,0.606,0.361,4.1787580907406e-17,"0","Ccl4"
"P2rx4",9.51238066821246e-21,0.345820155428612,0.756,0.559,1.59265789527881e-16,"0","P2rx4"
"Slc3a2",1.19605957334093e-20,0.279035734640662,0.852,0.677,2.00256254364472e-16,"0","Slc3a2"
"Tmem86a",1.27903804094395e-20,0.303071739354987,0.496,0.265,2.14149339195246e-16,"0","Tmem86a"
"Rrad",5.20711804206296e-20,0.337604999737462,0.261,0.113,8.71827773782601e-16,"0","Rrad"
"Aoah",1.04474856691922e-19,0.347901130882712,0.467,0.235,1.74922252559286e-15,"0","Aoah"
"Lpxn",1.52895502323348e-19,0.283709518894814,0.529,0.317,2.55992939539982e-15,"0","Lpxn"
"Anxa3",5.08979753277585e-19,0.256006093655009,0.489,0.33,8.5218480091266e-15,"0","Anxa3"
"Man1a",8.80101899391447e-19,0.259246675250298,0.584,0.373,1.4735546101511e-14,"0","Man1a"
"Grn",1.2192413948478e-18,0.289626838637848,0.977,0.866,2.04137586739368e-14,"0","Grn"
"Kcnn4",1.22707626924955e-18,0.281499155749405,0.399,0.175,2.05449379760452e-14,"0","Kcnn4"
"Tob2",3.26657506871023e-18,0.305573239745382,0.7,0.532,5.46922663754155e-14,"0","Tob2"
"Acp2",1.1282530221188e-17,0.309743073327468,0.611,0.364,1.8890340349335e-13,"0","Acp2"
"Ccrl2",2.40418954435885e-17,0.274892164622014,0.775,0.546,4.02533455412002e-13,"0","Ccrl2"
"Ccl3",3.19076462485816e-17,0.652458417995357,0.335,0.239,5.34229721140002e-13,"0","Ccl3"
"Prkcb",4.41151967277517e-17,0.287623027078997,0.554,0.343,7.38620738812746e-13,"0","Prkcb"
"Tlr1",1.6078445342711e-16,0.253655697752345,0.35,0.156,2.6920141037301e-12,"0","Tlr1"
"Slc25a33",1.95592937436741e-16,0.279825515623796,0.432,0.235,3.27481255150336e-12,"0","Slc25a33"
"Cd14",2.123011185314e-16,0.341012398233995,0.954,0.858,3.55455762757123e-12,"0","Cd14"
"Fcgr1",2.76288024651118e-16,0.293935575154934,0.866,0.592,4.62589039673367e-12,"0","Fcgr1"
"Got1",1.84672427364956e-15,0.328330974766787,0.699,0.449,3.09197045137146e-11,"0","Got1"
"Cd63",4.5145507582908e-15,0.272790291557247,0.661,0.386,7.55871233460629e-11,"0","Cd63"
"Abca1",8.79460792338033e-15,0.275293066738618,0.729,0.419,1.47248120461157e-10,"0","Abca1"
"Itpkb",1.44605002816041e-14,0.250972221781242,0.647,0.478,2.42112156214897e-10,"0","Itpkb"
"Fcgr4",5.13836979510323e-14,0.35230704334534,0.782,0.566,8.60317254794133e-10,"0","Fcgr4"
"Tgif1",7.65767047695382e-14,0.261228189566392,0.774,0.53,1.28212376795638e-09,"0","Tgif1"
"Mdfic",8.22839648197289e-14,0.285216780081107,0.649,0.412,1.37768042297672e-09,"0","Mdfic"
"Sdc4",1.56172165037278e-13,0.364102980348706,0.636,0.313,2.61479055921915e-09,"0","Sdc4"
"Ccl12",2.00269796366704e-13,0.474837237342148,0.529,0.254,3.35311720056773e-09,"0","Ccl12"
"Ecm1",2.125050384636e-12,0.335512083137278,0.546,0.279,3.55797185899606e-08,"0","Ecm1"
"Slc37a2",6.3262764166689e-12,0.257974010874006,0.386,0.195,1.05920846044287e-07,"0","Slc37a2"
"Tnip3",7.78535750399782e-12,0.409937026272173,0.348,0.232,1.30350240689436e-07,"0","Tnip3"
"Maf",7.89247896638692e-12,0.295746091809252,0.656,0.378,1.32143775334216e-07,"0","Maf"
"Dusp1",1.24682280425054e-11,0.430539948751774,0.989,0.934,2.08755542115668e-07,"0","Dusp1"
"Cpd",1.19615146621714e-10,0.313186811335056,0.645,0.41,2.00271639988735e-06,"0","Cpd"
"Plaat3",4.21712131988188e-10,0.255949034300263,0.454,0.26,7.06072622587823e-06,"0","Plaat3"
"Rhob",8.61223248352274e-10,0.274912005977171,0.607,0.487,1.44194608471621e-05,"0","Rhob"
"Ccl5",1.2878882669576e-09,0.516302461488309,0.497,0.316,2.15631132536712e-05,"0","Ccl5"
"Mmp14",1.76142314314661e-09,0.302518178728707,0.66,0.318,2.94915076857036e-05,"0","Mmp14"
"Tent5c",6.54803246033176e-09,0.2595422639018,0.533,0.268,0.000109633707483335,"0","Tent5c"
"Fgl2",7.17710466737048e-05,0.374732362696398,0.823,0.632,1,"0","Fgl2"
"Ier2",0.000447494005465719,0.33451315729866,0.75,0.745,1,"0","Ier2"
"Cstb",7.48774182832559e-217,1.62057345923882,0.986,0.778,1.25367261431655e-212,"1","Cstb"
"Ctsb",3.21682475240908e-151,1.48516240036457,1,0.946,5.38592968295853e-147,"1","Ctsb"
"Anxa5",4.04577740473656e-146,0.874502181886912,0.987,0.839,6.77384510875042e-142,"1","Anxa5"
"Lgmn1",1.60308455221336e-144,1.67964340995874,0.991,0.787,2.68404446577083e-140,"1","Lgmn"
"Grn1",1.33625200003747e-128,1.3056312256286,0.997,0.867,2.23728672366274e-124,"1","Grn"
"Ctsz",8.17313901902008e-126,0.847566808856178,0.994,0.918,1.36842866595453e-121,"1","Ctsz"
"Msr1",4.40916442296146e-125,1.35918111318666,0.831,0.394,7.38226399336437e-121,"1","Msr1"
"Lgals3",3.24585571532227e-118,1.05509776911421,0.983,0.914,5.43453622416407e-114,"1","Lgals3"
"C3ar11",5.11729524097301e-118,1.30832396788619,0.904,0.373,8.5678874219611e-114,"1","C3ar1"
"Ccl7",4.20260056341276e-116,2.32170586024714,0.699,0.25,7.03641412332198e-112,"1","Ccl7"
"Pdpn",5.24020956971295e-116,1.39415756366352,0.434,0.069,8.77368288257039e-112,"1","Pdpn"
"Arg1",3.14772668553092e-111,2.49931536011326,0.456,0.066,5.27023878958442e-107,"1","Arg1"
"Ctss1",6.09492240928388e-111,1.04204171839748,1,0.961,1.0204728589864e-106,"1","Ctss"
"Anxa4",3.47572884397544e-110,0.953490593921524,0.815,0.446,5.81941280346808e-106,"1","Anxa4"
"Capg",1.85833104821404e-107,0.814078256204484,0.885,0.627,3.11140367402476e-103,"1","Capg"
"Mmp141",1.74644037709664e-105,1.32928564619992,0.874,0.293,2.92406512337291e-101,"1","Mmp14"
"Ccl2",1.34257920818046e-104,1.70828840954681,0.778,0.409,2.24788036825654e-100,"1","Ccl2"
"Anpep",1.65888923268671e-104,1.01484459700053,0.51,0.105,2.77747824228736e-100,"1","Anpep"
"Mif",6.05699674365607e-103,1.20471891740694,0.878,0.569,1.01412296479034e-98,"1","Mif"
"Bst2",2.09095397054731e-102,1.0550039748065,0.941,0.737,3.50088423288737e-98,"1","Bst2"
"Emp1",4.12563604311468e-102,0.997524136939778,0.555,0.235,6.90755242698691e-98,"1","Emp1"
"Prdx1",2.4855974936677e-98,0.714644435319398,0.983,0.883,4.16163588364783e-94,"1","Prdx1"
"Spp1",9.80704330757327e-98,2.83584432540063,0.703,0.335,1.64199326098699e-93,"1","Spp1"
"Lgals1",4.47883205096448e-95,1.14788116229019,0.926,0.732,7.49890850292984e-91,"1","Lgals1"
"Ly6a",5.66393900248553e-95,1.66835189493912,0.901,0.469,9.48313307186152e-91,"1","Ly6a"
"Nampt",1.06864868424996e-94,1.15915390971775,0.9,0.577,1.78923849203971e-90,"1","Nampt"
"Slc7a8",1.67031835993548e-94,0.95472037315107,0.692,0.234,2.79661403003997e-90,"1","Slc7a8"
"Ctsl",4.24955552369328e-94,1.57889296728509,0.919,0.619,7.11503081331966e-90,"1","Ctsl"
"B2m",9.84908649433086e-94,0.760396088078573,1,0.997,1.64903255174582e-89,"1","B2m"
"Vim",3.52665844027979e-93,0.399176688816658,0.998,0.907,5.90468422656046e-89,"1","Vim"
"Sdc41",3.64364208983571e-88,1.16407683719923,0.819,0.294,6.10054995101193e-84,"1","Sdc4"
"Tpi1",1.49195750362692e-84,0.989907430113791,0.837,0.578,2.49798444832254e-80,"1","Tpi1"
"Npc2",5.05452121336372e-80,0.670416911791052,0.99,0.908,8.46278486753487e-76,"1","Npc2"
"Pgam1",5.35797855589575e-80,0.799303588056973,0.883,0.684,8.97086349613626e-76,"1","Pgam1"
"Il7r",1.19015020748991e-79,1.09090980042491,0.38,0.07,1.99266849240035e-75,"1","Il7r"
"Sdc3",1.50232282428154e-78,0.996924566973732,0.913,0.609,2.51533910469457e-74,"1","Sdc3"
"Pgk1",1.57922698125827e-77,0.836755295292607,0.856,0.622,2.64409973472072e-73,"1","Pgk1"
"Lgals3bp",6.20614046550545e-77,0.91819999098068,0.842,0.52,1.03909409813958e-72,"1","Lgals3bp"
"Pkm",1.0521320042576e-76,0.77325109477471,0.956,0.872,1.76158461472849e-72,"1","Pkm"
"Hsp90b1",1.80622245872013e-76,0.927957868046755,0.985,0.871,3.02415826263511e-72,"1","Hsp90b1"
"Nrp2",1.13848904446321e-75,0.851077984838967,0.638,0.223,1.90617220714475e-71,"1","Nrp2"
"Akr1a1",3.38766329362131e-74,0.634334221476937,0.958,0.823,5.67196465251016e-70,"1","Akr1a1"
"Ctsd",2.487413254025e-73,0.88274842888521,0.99,0.839,4.16467601121406e-69,"1","Ctsd"
"Cxcl161",1.13614888690207e-71,1.12392189796707,0.935,0.483,1.90225408134013e-67,"1","Cxcl16"
"Lmna",1.2676729660799e-71,0.589708853546935,0.761,0.473,2.12246484710758e-67,"1","Lmna"
"App",2.08902459877586e-71,0.621433413847828,0.95,0.772,3.49765388573042e-67,"1","App"
"Il18bp",1.30978527599196e-70,1.2185923761957,0.715,0.227,2.19297348759334e-66,"1","Il18bp"
"Cndp2",1.20374092801779e-69,0.84070689098432,0.87,0.567,2.01542343578019e-65,"1","Cndp2"
"Calr",6.25419714350406e-67,0.709283921569579,0.961,0.862,1.04714022773689e-62,"1","Calr"
"Tgfbi1",3.67233823035997e-66,1.21135933462081,0.974,0.853,6.1485958990917e-62,"1","Tgfbi"
"Fcgr11",7.65158275589226e-66,0.948103192486321,0.887,0.597,1.28110450081904e-61,"1","Fcgr1"
"Ecm11",9.94449698920685e-66,1.01569708780717,0.681,0.266,1.6650071309029e-61,"1","Ecm1"
"Tapbp",6.77131136350185e-65,0.759004902227292,0.96,0.819,1.13372066159111e-60,"1","Tapbp"
"Fth1",1.65133939882905e-64,0.787225892127489,1,1,2.76483755545948e-60,"1","Fth1"
"Sdcbp",2.89002931008129e-64,0.754766548186185,0.993,0.919,4.8387760738691e-60,"1","Sdcbp"
"Psme2",3.50842171931477e-64,0.808585481811615,0.919,0.772,5.87415048464872e-60,"1","Psme2"
"S100a10",5.09757041150038e-64,0.515163716357169,0.85,0.693,8.53486213997509e-60,"1","S100a10"
"Psmb4",5.4784083597497e-64,0.641416981813449,0.907,0.754,9.17249911672893e-60,"1","Psmb4"
"Ccl121",1.06669568116592e-63,1.59221024953879,0.656,0.242,1.78596857897611e-59,"1","Ccl12"
"M6pr",1.31194687884529e-63,0.748634100758429,0.915,0.696,2.19659265925067e-59,"1","M6pr"
"Canx",2.9788421173852e-62,0.615226853028923,0.951,0.764,4.98747535713803e-58,"1","Canx"
"Lamp1",6.71491829526735e-62,0.446015244113226,0.986,0.898,1.12427877017661e-57,"1","Lamp1"
"Tuba1b",1.20731661687655e-61,0.528769867801182,0.891,0.633,2.0214102116364e-57,"1","Tuba1b"
"Pdia6",1.18542409275792e-60,0.722941257632465,0.91,0.711,1.98475555850458e-56,"1","Pdia6"
"Plin2",2.51010697907442e-60,0.42350292125097,0.921,0.756,4.2026721150643e-56,"1","Plin2"
"Igf2r",7.11171111050553e-60,0.695317186436868,0.469,0.092,1.19071379123194e-55,"1","Igf2r"
"AA467197",4.64293319941195e-59,1.55893719216973,0.659,0.229,7.77366305577543e-55,"1","AA467197"
"Aldoa",1.4944256068014e-58,0.550612366880028,0.911,0.809,2.50211679346759e-54,"1","Aldoa"
"Nr1h3",3.87277547031133e-58,0.837785443373922,0.588,0.209,6.48418796994225e-54,"1","Nr1h3"
"Psap",4.41400368396618e-58,0.754278304095225,0.999,0.979,7.39036636806458e-54,"1","Psap"
"Tbcb",5.25567587797673e-56,0.620580894493519,0.812,0.59,8.79957812249644e-52,"1","Tbcb"
"Slamf71",1.11447879547721e-55,0.973673627223575,0.79,0.379,1.86597184726748e-51,"1","Slamf7"
"Cd631",5.63531501533634e-55,1.14540485510808,0.743,0.381,9.43520793017764e-51,"1","Cd63"
"Psmb6",1.49583946069636e-54,0.605673572538256,0.83,0.692,2.50448400904391e-50,"1","Psmb6"
"Hspa5",1.9041524673175e-54,0.80068489138588,0.986,0.918,3.18812247602969e-50,"1","Hspa5"
"Mfsd1",2.08035856166822e-53,0.720551094664106,0.829,0.519,3.4831443398011e-49,"1","Mfsd1"
"Psmd1",6.22748253479495e-53,0.595624593969488,0.663,0.4,1.04266740080072e-48,"1","Psmd1"
"Slamf8",9.99580426521018e-53,0.739228902378192,0.622,0.304,1.67359750812414e-48,"1","Slamf8"
"Atp6v1c1",1.13430919163566e-52,0.635596230572824,0.71,0.41,1.89917387955559e-48,"1","Atp6v1c1"
"Il1rn",1.16086129176656e-52,1.18210344304262,0.864,0.471,1.94363006080475e-48,"1","Il1rn"
"Gpnmb",1.4513529836181e-52,1.255941822775,0.368,0.127,2.43000030047178e-48,"1","Gpnmb"
"Ms4a6d",4.87967931736858e-52,0.772855234615397,0.91,0.632,8.17004708107022e-48,"1","Ms4a6d"
"Pdia3",1.27710058616188e-51,0.662137529172864,0.957,0.805,2.13824951141084e-47,"1","Pdia3"
"Aif11",3.56587627373484e-51,1.02173206847185,0.96,0.674,5.97034664511424e-47,"1","Aif1"
"Sod2",5.74853044118581e-51,0.770881164329073,0.825,0.617,9.6247645176774e-47,"1","Sod2"
"Abca11",6.13769832870246e-51,1.04725487516192,0.839,0.411,1.02763483117465e-46,"1","Abca1"
"Calm1",1.3401838989477e-50,0.442371691100736,0.998,0.972,2.24386990200813e-46,"1","Calm1"
"Ccr51",1.62341022447039e-50,0.989866542620598,0.929,0.506,2.71807573883078e-46,"1","Ccr5"
"Rpn1",3.41544336489824e-50,0.752731926953708,0.796,0.525,5.71847682584912e-46,"1","Rpn1"
"Txn1",1.07992827818991e-49,0.607217070110678,0.981,0.904,1.80812391617337e-45,"1","Txn1"
"Cpd1",1.7503877931437e-49,0.986657683437053,0.765,0.397,2.9306742820605e-45,"1","Cpd"
"Aprt",3.4260568199257e-49,0.501441082592578,0.885,0.707,5.7362469336016e-45,"1","Aprt"
"Gatm1",4.03617887558176e-49,1.56527427450812,0.762,0.37,6.75777429138655e-45,"1","Gatm"
"Rgl1",6.63838496069257e-49,0.76551125748299,0.587,0.23,1.11146479396876e-44,"1","Rgl1"
"Pnp",2.23677465841111e-48,0.529276018081734,0.893,0.706,3.74503181057773e-44,"1","Pnp"
"Fabp5",5.05224437418225e-48,1.59039473170106,0.696,0.464,8.45897275569334e-44,"1","Fabp5"
"Klf4",2.25004458873844e-47,0.626628382170712,0.95,0.808,3.76724965492476e-43,"1","Klf4"
"Efhd2",3.33975707127067e-47,0.704405216579381,0.978,0.867,5.59175526442849e-43,"1","Efhd2"
"Ywhae",4.13436882742767e-47,0.496197849841149,0.945,0.817,6.92217372776215e-43,"1","Ywhae"
"Acp21",1.33086444088144e-46,0.723192952730622,0.731,0.352,2.22826633336779e-42,"1","Acp2"
"Gna13",3.35974851958357e-46,0.797181516629597,0.9,0.636,5.62522694633877e-42,"1","Gna13"
"Tmem106a",2.88903704303248e-45,0.657771006373761,0.769,0.443,4.83711472114928e-41,"1","Tmem106a"
"Cd36",3.50351079546533e-45,0.425510352773881,0.4,0.31,5.8659281248476e-41,"1","Cd36"
"Atp6v1a",6.05595189285206e-45,0.688166744827008,0.828,0.564,1.01394802542022e-40,"1","Atp6v1a"
"Atp5g3",1.42627873819369e-44,0.507036662277817,0.896,0.707,2.3880184913577e-40,"1","Atp5g3"
"Scpep1",1.51044321573442e-44,0.545048866780857,0.743,0.462,2.52893507610415e-40,"1","Scpep1"
"Sash1",2.10142531597418e-44,0.724355687953299,0.632,0.235,3.51841640653556e-40,"1","Sash1"
"B4galt1",2.68281894518226e-44,0.624626806093301,0.672,0.378,4.49184375991865e-40,"1","B4galt1"
"Rbpj",3.44465756490031e-44,0.673573097188389,0.779,0.514,5.76739016091258e-40,"1","Rbpj"
"Tspo",5.0183816503264e-44,0.615092748749522,0.961,0.856,8.40227639714149e-40,"1","Tspo"
"Pdia4",7.38135403979061e-44,0.601502076587775,0.612,0.36,1.23586010688214e-39,"1","Pdia4"
"Hif1a",8.14074380101714e-44,0.882197134091695,0.87,0.576,1.3630047346043e-39,"1","Hif1a"
"Cyfip11",8.22070838761057e-44,0.667638970721844,0.91,0.694,1.37639320533764e-39,"1","Cyfip1"
"Rab1a",1.16736681837355e-43,0.561198109385577,0.862,0.652,1.95452226400284e-39,"1","Rab1a"
"Cd180",1.57481615093734e-43,0.606374475003916,0.663,0.369,2.63671468151439e-39,"1","Cd180"
"Fmnl2",2.0074494855245e-43,0.585154398200078,0.441,0.128,3.36107267361367e-39,"1","Fmnl2"
"Vcp",3.31559603383986e-43,0.521718521943224,0.869,0.681,5.55130243945807e-39,"1","Vcp"
"Hsp90aa1",4.40723631019247e-43,0.644518587877085,0.957,0.835,7.37903575415526e-39,"1","Hsp90aa1"
"Tent5c1",6.91935901348086e-43,0.976844089995124,0.659,0.256,1.1585082796271e-38,"1","Tent5c"
"Id2",1.12392690910167e-42,0.726390080818945,0.833,0.587,1.88179082390893e-38,"1","Id2"
"Cct6a",1.30340978080947e-42,0.513945827535339,0.769,0.548,2.1822989960093e-38,"1","Cct6a"
"Uap1l1",2.02313534483179e-42,0.545500733262788,0.555,0.261,3.38733550785186e-38,"1","Uap1l1"
"Zbp1",6.72097310663818e-42,0.596614565483506,0.793,0.526,1.12529252724443e-37,"1","Zbp1"
"Lhfpl2",6.86744705971697e-42,0.842703038525085,0.554,0.201,1.14981666120841e-37,"1","Lhfpl2"
"Hmox1",1.04971257920783e-41,0.741150481233152,0.624,0.367,1.75753377136768e-37,"1","Hmox1"
"Hk3",1.93742935908253e-41,0.634528946611031,0.584,0.254,3.24383797591188e-37,"1","Hk3"
"Ass1",2.50118919434253e-41,0.722561495152797,0.624,0.276,4.1877410680877e-37,"1","Ass1"
"Bax",2.83354514911178e-41,0.481796117052085,0.8,0.668,4.74420464315786e-37,"1","Bax"
"Myof",1.49894480291873e-40,0.581944794784359,0.751,0.455,2.50968328352682e-36,"1","Myof"
"C1qc1",2.31722993946852e-40,0.763607416821289,0.894,0.474,3.87973808765215e-36,"1","C1qc"
"Psmd2",2.70429424384801e-40,0.486377939416112,0.769,0.526,4.52779985247472e-36,"1","Psmd2"
"Mafb1",5.83549875055185e-40,0.913639118313562,0.929,0.618,9.77037555804897e-36,"1","Mafb"
"Selenos",5.87958292257273e-40,0.493586183347159,0.785,0.59,9.84418568726353e-36,"1","Selenos"
"C1qa1",5.8879466243959e-40,0.835329897955633,0.925,0.552,9.85818903322606e-36,"1","C1qa"
"Psmb10",8.37248723546946e-40,0.563860925722858,0.869,0.729,1.40180553783465e-35,"1","Psmb10"
"Kcnn41",1.46642427088024e-39,0.583143628604184,0.482,0.168,2.45523415673479e-35,"1","Kcnn4"
"Basp11",3.25236581128904e-39,0.929884519103278,0.88,0.467,5.44543607784124e-35,"1","Basp1"
"Ldha",5.74907112694886e-39,0.505406718552941,0.88,0.763,9.62566978785047e-35,"1","Ldha"
"Lrp1",6.00836437508139e-39,0.412025215858297,0.854,0.729,1.00598044731988e-34,"1","Lrp1"
"Blvrb",7.3860262209505e-39,0.633168054619969,0.731,0.543,1.23664237017374e-34,"1","Blvrb"
"Psma6",7.96262160183626e-39,0.461835237620209,0.803,0.656,1.33318173479545e-34,"1","Psma6"
"Gbp2",1.20830857347891e-38,1.05737464174557,0.74,0.396,2.02307104457573e-34,"1","Gbp2"
"Ndufc1",1.26907928732282e-38,0.521200477201889,0.818,0.634,2.12481945076459e-34,"1","Ndufc1"
"Ctsc1",1.42919948234551e-38,0.572204054462087,0.984,0.867,2.39290869329109e-34,"1","Ctsc"
"Hsp90ab1",1.53023143849132e-38,0.397283419278884,0.991,0.938,2.56206649746602e-34,"1","Hsp90ab1"
"Rnf213",1.55381946435098e-38,0.674186075156958,0.795,0.517,2.60155992916284e-34,"1","Rnf213"
"Cmklr1",1.67554761756569e-38,0.510964747535636,0.479,0.174,2.80536937609023e-34,"1","Cmklr1"
"Psmc1",1.89505096817263e-38,0.520754505772348,0.624,0.356,3.17288383601143e-34,"1","Psmc1"
"Nme1",2.33062875771344e-38,0.426612846575007,0.808,0.634,3.90217172903961e-34,"1","Nme1"
"Gba",2.8486584126182e-38,0.433250757959147,0.518,0.281,4.76950878024665e-34,"1","Gba"
"Gns",1.75445552879792e-37,0.614049834862154,0.856,0.6,2.93748489186635e-33,"1","Gns"
"Mmp19",2.16231919433301e-37,0.89689864279812,0.542,0.287,3.62037102707176e-33,"1","Mmp19"
"Sgpl1",2.21985236410725e-37,0.632597334448668,0.795,0.489,3.71669881322477e-33,"1","Sgpl1"
"Ifi204",4.53398814285017e-37,0.49410813500384,0.884,0.643,7.59125634757404e-33,"1","Ifi204"
"Manf",1.00383091497063e-36,0.582820013217557,0.821,0.669,1.68071410093532e-32,"1","Manf"
"Cd40",1.18910000377207e-36,0.661255599309245,0.499,0.227,1.99091013631558e-32,"1","Cd40"
"Atp5mpl",1.63093578990584e-36,0.348531239829996,0.908,0.798,2.73067579303934e-32,"1","Atp5mpl"
"Glrx",1.87644359388887e-36,0.763320373065685,0.728,0.432,3.14172950924813e-32,"1","Glrx"
"Pdcd5",2.07604732021447e-36,0.425593228573688,0.753,0.553,3.47592602823509e-32,"1","Pdcd5"
"Vat1",3.00057744171976e-36,0.420246575294433,0.402,0.202,5.0238668106714e-32,"1","Vat1"
"Cd68",3.05803462270651e-36,0.389450135046042,0.863,0.82,5.12006736879751e-32,"1","Cd68"
"Clcn7",3.09790723946996e-36,0.537776776868567,0.498,0.209,5.18682609104455e-32,"1","Clcn7"
"Vdac2",8.13288355578432e-36,0.378490546222439,0.878,0.75,1.36168869374497e-31,"1","Vdac2"
"Rps27l",9.83052820830574e-36,0.509225664937629,0.925,0.837,1.64592533791663e-31,"1","Rps27l"
"Atp5k",1.01406770006728e-35,0.446539340050817,0.863,0.726,1.69785355022265e-31,"1","Atp5k"
"Hspa9",1.11320282163349e-35,0.533992139044499,0.703,0.441,1.86383548426095e-31,"1","Hspa9"
"Cct3",3.56630738664239e-35,0.409665608457291,0.671,0.485,5.97106845745535e-31,"1","Cct3"
"Psmd14",3.62354854194412e-35,0.413184451914933,0.674,0.461,6.06690732377704e-31,"1","Psmd14"
"Trem21",4.38075185444608e-35,0.833724857937163,0.771,0.445,7.33469282989907e-31,"1","Trem2"
"Stx4a",7.27938055752009e-35,0.430687936606098,0.706,0.474,1.21878668674559e-30,"1","Stx4a"
"Cycs",1.01423485013095e-34,0.308333685251051,0.785,0.662,1.69813340957426e-30,"1","Cycs"
"Capza2",1.18599289143809e-34,0.279234703896062,0.974,0.913,1.98570789813479e-30,"1","Capza2"
"Ran",1.70441655593031e-34,0.427749973011842,0.85,0.704,2.85370463959411e-30,"1","Ran"
"Spcs1",1.90771897149857e-34,0.405672708312927,0.781,0.624,3.19409387398005e-30,"1","Spcs1"
"Vwa5a",1.92254791234611e-34,0.518314508041569,0.665,0.419,3.21892196964109e-30,"1","Vwa5a"
"Atp6v0c",1.93767444822988e-34,0.559436079433175,0.982,0.929,3.24424832867129e-30,"1","Atp6v0c"
"Lat21",3.71006226854186e-34,0.529237091235877,0.729,0.447,6.21175725621963e-30,"1","Lat2"
"Osbpl8",3.78557668330326e-34,0.579808736743648,0.665,0.395,6.33819104085465e-30,"1","Osbpl8"
"Cct8",4.0327613871337e-34,0.368115953947506,0.823,0.665,6.75205239047795e-30,"1","Cct8"
"Tpp1",4.63413368796328e-34,0.430108626524905,0.663,0.446,7.75893003375692e-30,"1","Tpp1"
"Nus1",7.57561602388552e-34,0.424952560142307,0.667,0.401,1.26838539087915e-29,"1","Nus1"
"Rrbp11",1.24303864491325e-33,0.623437344572948,0.96,0.842,2.08121960317825e-29,"1","Rrbp1"
"Dnajb11",1.85291994865504e-33,0.400376173054453,0.708,0.538,3.10234387003313e-29,"1","Dnajb11"
"Bsg",2.88211026322336e-33,0.329144352256514,0.834,0.696,4.82551721371488e-29,"1","Bsg"
"Rnh1",5.04247205567506e-33,0.430860716204119,0.789,0.689,8.44261096281675e-29,"1","Rnh1"
"Mdm2",6.50164709569814e-33,0.62415665285779,0.745,0.469,1.08857077323274e-28,"1","Mdm2"
"Clic4",6.80794567650059e-33,0.523126738679583,0.912,0.633,1.13985434461649e-28,"1","Clic4"
"Slc31a2",1.59090700850908e-32,0.481842396815149,0.568,0.286,2.66365560434675e-28,"1","Slc31a2"
"Cyba",1.69716761214002e-32,0.425203988517637,0.993,0.976,2.84156773300603e-28,"1","Cyba"
"Rab5c",2.03754310241499e-32,0.398813708737288,0.867,0.726,3.41145841637341e-28,"1","Rab5c"
"Ndufab1",2.85687743700853e-32,0.446174692193715,0.746,0.559,4.78326989278338e-28,"1","Ndufab1"
"Cxcl9",3.305938121601e-32,1.92667909839865,0.56,0.219,5.53513219699655e-28,"1","Cxcl9"
"Psmc6",3.58958286347498e-32,0.380063183093309,0.694,0.512,6.01003858831616e-28,"1","Psmc6"
